week,geo,impression_tiktok,impression_tv,impression_outdoor1,impression_google,impression_facebook,impression_outdoor2,impression_organic,market_share,cost_tiktok,cost_tv,cost_outdoor1,cost_google,cost_facebook,cost_outdoor2,conversions,revenue,population
2023-05-15,Geo32,1081845,1295000,0,1174402,0,,0,0.06804794517307224,7932.870000000,12482.715000000,0E-9,9151.927000000,0E-9,0.0,14916575.000000000,298515.540702350,714763.800000000
2021-02-01,Geo32,1957224,915000,0,2879393,1006626,,2452507,0.031034377747944788,14351.782000000,8826.412000000,0E-9,22438.650000000,7843.541000000,0.0,7671467.000000000,152794.142532400,714763.800000000
2022-05-23,Geo32,85062,694000,0,1062505,1226658,,394671,0.028832645848033304,623.736150000,6692.682600000,0E-9,8279.932000000,9558.011000000,0.0,8232968.500000000,165085.343790190,714763.800000000
2023-11-13,Geo32,1483006,39000,0,3174638,1365597,,1513775,0.05767779570877661,10874.472000000,378.206200000,0E-9,24739.447000000,10640.611000000,0.0,14404504.000000000,286479.901329368,714763.800000000
2023-01-16,Geo32,201647,0,0,1660235,502178,,597693,0.06994849699808528,1478.621600000,0E-9,0E-9,12937.947000000,3912.926500000,0.0,14791821.000000000,294654.908505804,714763.800000000
2022-10-24,Geo32,0,2209000,0,2000920,209687,,1245704,0.04794312659647123,0E-9,21298.570000000,0E-9,15592.850000000,1633.862700000,0.0,12087147.000000000,242226.909365880,714763.800000000
2021-05-24,Geo32,0,0,0,40773,0,,0,0.05685559473721815,0E-9,0E-9,0E-9,317.737500000,0E-9,0.0,12247580.000000000,245913.929103340,714763.800000000
2024-01-08,Geo32,2043233,505000,0,2275141,1567542,,0,0.04180198724572894,14982.462000000,4864.522000000,0E-9,17729.810000000,12214.149000000,0.0,10810230.000000000,214900.291699350,714763.800000000
2023-01-30,Geo32,0,0,0,940996,687456,,0,0.0362439399688644,0E-9,0E-9,0E-9,7333.031700000,5356.596700000,0.0,8169206.000000000,163861.985874176,714763.800000000
2023-03-06,Geo32,994065,0,0,92734,809534,,0,0.04862833450029498,7289.203600000,0E-9,0E-9,722.661250000,6307.817400000,0.0,11920100.000000000,238614.142019700,714763.800000000
2021-05-31,Geo32,0,81000,0,1228939,1421942,,0,0.03457127727235997,0E-9,782.993300000,0E-9,9576.926000000,11079.646000000,0.0,8657430.000000000,173376.290409000,714763.800000000
2021-06-28,Geo32,653985,487000,0,3019312,1949156,,677127,0.018023451607412765,4795.491000000,4697.352500000,0E-9,23529.016000000,15187.651000000,0.0,5522122.000000000,110439.701027488,714763.800000000
2022-06-20,Geo32,0,0,0,0,998451,,0,0.058851244618101484,0E-9,0E-9,0E-9,0E-9,7779.842000000,0.0,13760929.000000000,274130.654714189,714763.800000000
2023-02-13,Geo32,2680728,0,0,1097367,245646,,0,0.04933284523861815,19657.035000000,0E-9,0E-9,8551.606000000,1914.051900000,0.0,12003440.000000000,238290.670415600,714763.800000000
2021-11-29,Geo32,1068934,0,0,4457542,1194024,,764224,0.06976799605454365,7838.197000000,0E-9,0E-9,34736.910000000,9303.729000000,0.0,17792788.000000000,354870.929184200,714763.800000000
2022-12-12,Geo32,771737,1146000,0,2280538,614193,,1183246,0.06732786570373958,5658.934000000,11049.738000000,0E-9,17771.867000000,4785.737300000,0.0,15275920.000000000,308261.894128320,714763.800000000
2023-03-27,Geo32,206096,0,0,2500468,1257251,,0,0.05568660759679898,1511.244900000,0E-9,0E-9,19485.748000000,9796.389000000,0.0,13906311.000000000,279731.675792328,714763.800000000
2022-04-18,Geo32,0,476000,0,1183416,0,,0,0.04879333965100642,0E-9,4591.771500000,0E-9,9222.172000000,0E-9,0.0,11051039.000000000,220581.224923775,714763.800000000
2021-11-01,Geo32,722612,0,0,4064315,1486167,,381713,0.05899587089126713,5298.713400000,0E-9,0E-9,31672.559000000,11580.082000000,0.0,15162648.000000000,304012.563176856,714763.800000000
2023-03-13,Geo32,107979,0,0,649074,0,,0,0.058607623322282275,791.780150000,0E-9,0E-9,5058.130000000,0E-9,0.0,14204749.000000000,283950.560316917,714763.800000000
2022-12-19,Geo32,0,815000,0,2055334,1245041,,0,0.06871722134140955,0E-9,7854.605500000,0E-9,16016.890000000,9701.249000000,0.0,15276964.000000000,306505.685465676,714763.800000000
2022-01-10,Geo32,0,97000,0,447028,1684466,,0,0.04138557906340898,0E-9,932.856600000,0E-9,3483.618000000,13125.210000000,0.0,9567528.000000000,192325.127537136,714763.800000000
2021-12-20,Geo32,0,0,0,1708814,0,,1132146,0.04513660354581654,0E-9,0E-9,0E-9,13316.515000000,0E-9,0.0,11614039.000000000,232340.940722020,714763.800000000
2021-09-27,Geo32,1996510,2222000,0,730656,2508779,,2408336,0.050075176300215525,14639.855000000,21418.150000000,0E-9,5693.885700000,19548.184000000,0.0,14452169.000000000,290632.843998789,714763.800000000
2022-02-07,Geo32,714086,1200000,0,1675280,0,,628101,0.07042386816115213,5236.195000000,11564.975000000,0E-9,13055.190000000,0E-9,0.0,18773520.000000000,376631.354476800,714763.800000000
2021-09-27,Geo33,131680,797000,0,709848,1595792,,605872,0.04611928734558111,965.573000000,7681.940400000,0E-9,5531.732000000,12434.270000000,0.0,8770835.000000000,175562.795798595,586798.400000000
2022-04-18,Geo33,0,0,0,968432,0,,0,0.051480921672298535,0E-9,0E-9,0E-9,7546.836000000,0E-9,0.0,11803312.000000000,235467.753065040,586798.400000000
2021-02-22,Geo33,1739574,979000,0,2964290,1727324,,0,0.03811793528456635,12755.815000000,9434.948000000,0E-9,23100.240000000,13459.156000000,0.0,9668785.000000000,195024.972338945,586798.400000000
2023-07-31,Geo33,0,0,0,433401,766977,,0,0.049305622531966325,0E-9,0E-9,0E-9,3377.424800000,5976.217000000,0.0,11369323.000000000,225916.452013392,586798.400000000
2022-09-12,Geo33,1092280,0,0,2915714,0,,294921,0.05175730454890072,8009.387000000,0E-9,0E-9,22721.693000000,0E-9,0.0,9847833.000000000,197565.571210056,586798.400000000
2023-03-27,Geo33,140988,124000,0,2199910,307402,,0,0.043630484906831565,1033.826000000,1191.473000000,0E-9,17143.549000000,2395.249300000,0.0,8336036.000000000,166799.378835696,586798.400000000
2021-03-08,Geo33,1030591,0,0,1952216,940814,,724849,0.058400239490009324,7557.038600000,0E-9,0E-9,15213.308000000,7330.739300000,0.0,12452574.000000000,248391.493578000,586798.400000000
2023-12-18,Geo33,0,1122000,0,1517827,0,,796013,0.047799579057710116,0E-9,10821.492000000,0E-9,11828.184000000,0E-9,0.0,12154794.000000000,243950.629423668,586798.400000000
2023-05-22,Geo33,1729618,157000,0,1781150,29688,,164840,0.04928280063752858,12682.810000000,1514.782100000,0E-9,13880.218000000,231.326260000,0.0,8891772.000000000,177767.506861920,586798.400000000
2023-05-15,Geo33,1747198,,0,1199562,0,,640511,0.07049645614669584,12811.719000000,0E-9,0E-9,9347.995000000,0E-9,0.0,13275980.000000000,266833.364428840,586798.400000000
2021-06-28,Geo33,0,823000,0,1527634,1043993,,1567458,0.05026226877175901,0E-9,7932.487000000,0E-9,11904.608000000,8134.701000000,0.0,11244492.000000000,221892.913014192,586798.400000000
2022-11-14,Geo33,204517,288000,0,2101782,0,,530249,0.05345806484325625,1499.666500000,2781.061500000,0E-9,16378.852000000,0E-9,0.0,13312572.000000000,261793.805141232,586798.400000000
2021-09-06,Geo33,725229,288000,0,977222,1387890,,0,0.0486766295023393,5317.903300000,2773.869000000,0E-9,7615.335000000,10814.316000000,0.0,12122564.000000000,241021.011409024,586798.400000000
2023-09-18,Geo33,957833,474000,0,3211408,619403,,0,0.0347273120456056,7023.524000000,4570.291000000,0E-9,25025.990000000,4826.333500000,0.0,8658113.000000000,172872.905863540,586798.400000000
2022-08-08,Geo33,1406722,749000,0,1402034,1134455,,203072,0.048666780850089,10315.103000000,7217.975600000,0E-9,10925.827000000,8839.573000000,0.0,11051632.000000000,220165.993121824,586798.400000000
2023-02-06,Geo33,875232,1229000,0,1861904,470405,,1634180,0.013071161276135272,6417.834000000,11848.669000000,0E-9,14509.521000000,3665.354200000,0.0,2399053.200000000,47638.205710975,586798.400000000
2021-08-30,Geo33,2469974,,0,3168624,2232598,,1467984,0.0661251057340788,18111.637000000,16306.003000000,0E-9,24692.582000000,17396.205000000,0.0,15785067.000000000,313993.632526605,586798.400000000
2022-07-11,Geo33,886159,1076000,0,2599156,1693020,,466503,0.04401090038642429,6497.958500000,10372.827000000,0E-9,20254.809000000,13191.862000000,0.0,9377491.000000000,187171.344463240,586798.400000000
2022-04-25,Geo33,1314587,569000,0,2381959,1436176,,0,0.07249105586913634,9639.503000000,5483.122600000,0E-9,18562.227000000,11190.556000000,0.0,15786704.000000000,314141.106846176,586798.400000000
2022-07-25,Geo33,611266,0,0,1379088,659131,,355053,0.06668349990518269,4482.244600000,0E-9,0E-9,10747.013000000,5135.890600000,0.0,15554590.000000000,312868.803025370,586798.400000000
2023-05-29,Geo33,1412458,0,0,1224762,2254104,,0,0.030188247403406046,10357.163000000,0E-9,0E-9,9544.375000000,17563.780000000,0.0,6274973.500000000,124415.468327875,586798.400000000
2023-06-05,Geo33,1171659,622000,0,1932905,147424,,1063808,0.04514065588367611,8591.451000000,6001.522000000,0E-9,15062.820000000,1148.714700000,0.0,10297868.000000000,206053.305236156,586798.400000000
2022-12-12,Geo33,729429,1569000,0,1705120,392047,,1443404,0.050898073576509016,5348.701000000,15130.380000000,0E-9,13287.728000000,3054.795400000,0.0,10206257.000000000,204228.498764639,586798.400000000
2023-11-06,Geo33,511942,1306000,0,2282176,1438070,,1883211,0.04975286128242094,3753.929000000,12588.421000000,0E-9,17784.635000000,11205.314000000,0.0,11584508.000000000,230704.318369200,586798.400000000
2023-06-12,Geo33,1062088,0,0,17057,0,,0,0.03209536767639628,7787.997600000,0E-9,0E-9,132.922490000,0E-9,0.0,5805058.500000000,117169.126612245,586798.400000000
2022-02-28,Geo33,1547012,0,0,1113826,108878,,0,0.03212239422677476,11343.811000000,0E-9,0E-9,8679.868000000,848.367740000,0.0,5954106.000000000,118968.837179244,586798.400000000
2021-09-20,Geo33,700243,216000,0,1583511,525062,,795271,0.046265935197734025,5134.688000000,2078.408400000,0E-9,12340.049000000,4091.236800000,0.0,10083990.000000000,200709.488230230,586798.400000000
2023-01-09,Geo33,472554,402000,0,1258938,1213060,,271078,0.03919954634807142,3465.107700000,3871.176300000,0E-9,9810.703000000,9452.056000000,0.0,9396769.000000000,186994.979548787,586798.400000000
2023-07-17,Geo33,54736,0,0,1415701,589918,,0,0.06953997985706994,401.363950000,0E-9,0E-9,11032.332000000,4596.589000000,0.0,12849457.000000000,255842.711446460,586798.400000000
2021-02-15,Geo33,2816621,0,0,1965717,1381917,,0,0.023337612462198554,20653.502000000,0E-9,0E-9,15318.519000000,10767.775000000,0.0,5163072.000000000,102786.313462272,586798.400000000
2023-08-14,Geo33,1815342,461000,0,1308623,625267,,511480,0.035010538673259026,13311.400000000,4443.528000000,0E-9,10197.890000000,4872.025000000,0.0,7072437.500000000,142044.390686250,586798.400000000
2022-09-26,Geo33,1333250,0,0,2831040,1196898,,378419,0.03709881525274256,9776.353000000,0E-9,0E-9,22061.844000000,9326.123000000,0.0,9213505.000000000,184816.156800835,586798.400000000
2023-04-24,Geo33,1030318,1424000,0,2060616,1457334,,391862,0.04258965856327,7555.036600000,13728.265000000,0E-9,16058.052000000,11355.418000000,0.0,9367224.000000000,186198.306471360,586798.400000000
2021-05-24,Geo33,0,215000,0,1003032,63094,,0,0.0874779255741004,0E-9,2071.129400000,0E-9,7816.468300000,491.622860000,0.0,16583223.000000000,330055.622037432,586798.400000000
2022-02-14,Geo33,897468,530000,0,1292607,1602345,,61155,0.05651308543851552,6580.884300000,5108.927000000,0E-9,10073.080000000,12485.331000000,0.0,10022271.000000000,201811.475581842,586798.400000000
2021-03-01,Geo33,380958,1227000,0,2408980,407875,,83769,0.06101834292982336,2793.459500000,11827.901000000,0E-9,18772.797000000,3178.126000000,0.0,13818345.000000000,277315.128652245,586798.400000000
2023-09-04,Geo33,762476,1343000,0,2497086,495851,,43297,0.0339927077957656,5591.025400000,12944.915000000,0E-9,19459.393000000,3863.627200000,0.0,7903586.000000000,157840.793024252,586798.400000000
2021-11-01,Geo33,2768670,0,0,503140,337809,,292626,0.06278445700215084,20301.890000000,0E-9,0E-9,3920.889600000,2632.177700000,0.0,11931872.000000000,239894.033167808,586798.400000000
2023-04-03,Geo33,992347,0,0,0,0,,0,0.10021764640075237,7276.606000000,0E-9,0E-9,0E-9,0E-9,0.0,14662974.000000000,294275.697413070,586798.400000000
2023-03-20,Geo33,0,,0,0,0,,58216,0.051372387607245024,0E-9,0E-9,0E-9,0E-9,0E-9,0.0,7033486.000000000,141056.885270356,586798.400000000
2022-08-15,Geo33,1623174,0,0,2136348,845840,,1246885,0.05155218295994711,11902.286000000,0E-9,0E-9,16648.219000000,6590.710400000,0.0,11621542.000000000,232928.974154746,586798.400000000
2021-05-10,Geo33,1287111,566000,0,2396985,880975,,915318,0.05035751415688163,9438.029000000,5455.529300000,0E-9,18679.322000000,6864.479500000,0.0,11396008.000000000,227137.949406888,586798.400000000
2022-11-21,Geo33,1258968,427000,0,2738082,1077620,,1550655,0.055307936723407565,9231.664000000,4115.244000000,0E-9,21337.436000000,8396.720000000,0.0,14395352.000000000,287283.332583896,586798.400000000
2022-02-07,Geo33,101980,1032000,0,3039941,1420770,,1321987,0.05500566692986048,747.791140000,9949.144000000,0E-9,23689.775000000,11070.514000000,0.0,11835092.000000000,236489.210737128,586798.400000000
2023-03-06,Geo33,865136,0,0,906942,504273,,0,0.029448276124163644,6343.803000000,0E-9,0E-9,7067.654300000,3929.250700000,0.0,5144997.500000000,103344.030169218,586798.400000000
2021-05-31,Geo33,1978825,0,0,1523837,2077769,,154103,0.0606913145396944,14510.176000000,0E-9,0E-9,11875.019000000,16189.792000000,0.0,12802000.000000000,255911.493524000,586798.400000000
2022-07-04,Geo33,2067325,912000,0,2717316,1152754,,1085542,0.05903128330647059,15159.122000000,8796.419000000,0E-9,21175.610000000,8982.157000000,0.0,15397098.000000000,307580.682492528,586798.400000000
2023-05-01,Geo33,1139466,0,0,1975239,768352,,0,0.05188702449514134,8355.389000000,0E-9,0E-9,15392.722000000,5986.931000000,0.0,12282124.000000000,246868.334232192,586798.400000000
2021-05-03,Geo33,1002145,94000,0,1258000,1370045,,0,0.07492472982067645,7348.452000000,909.698360000,0E-9,9803.393000000,10675.270000000,0.0,15593459.000000000,308728.095992876,586798.400000000
2022-03-28,Geo33,486690,349000,0,1531270,729010,,1183913,0.058327891502393814,3568.763000000,3361.685300000,0E-9,11932.943000000,5680.381300000,0.0,10189111.000000000,203831.616810128,586798.400000000
2024-01-15,Geo33,290923,0,0,2123330,480249,,278967,0.04779311803881728,2133.257800000,0E-9,0E-9,16546.771000000,3742.057900000,0.0,11605136.000000000,231321.717557472,586798.400000000
2023-10-30,Geo33,1036611,385000,0,1414071,189340,,151993,0.03623247750307992,7601.181600000,3711.180000000,0E-9,11019.630000000,1475.320600000,0.0,7082169.500000000,141636.831911043,586798.400000000
2021-01-25,Geo33,1977187,1551000,0,2457592,781204,,1472468,0.05216221996589889,14498.165000000,14957.773000000,0E-9,19151.621000000,6087.072300000,0.0,12332085.000000000,246092.342609505,586798.400000000
2022-03-21,Geo33,0,0,0,1393532,1138399,,506837,0.07969888071714207,0E-9,0E-9,0E-9,10859.573000000,8870.304000000,0.0,18192558.000000000,362570.822345634,586798.400000000
2022-01-31,Geo33,72555,1182000,0,2014950,295677,,0,0.06542654484328933,532.025760000,11394.345000000,0E-9,15702.184000000,2303.889000000,0.0,13874023.000000000,278290.050864119,586798.400000000
2022-01-10,Geo33,1730970,443000,0,3563669,2347930,,1470166,0.05298920473727298,12692.724000000,4268.713000000,0E-9,27771.104000000,18294.863000000,0.0,12288486.000000000,244362.946411206,586798.400000000
2022-06-27,Geo33,932934,476000,0,0,0,,431231,0.07322246860773336,6840.946300000,4585.601000000,0E-9,0E-9,0E-9,0.0,10252929.000000000,206512.968231579,586798.400000000
2023-02-27,Geo33,738117,462000,0,282325,216958,,105222,0.06360390984376581,5412.407700000,4454.991700000,0E-9,2200.113800000,1690.517500000,0.0,11172186.000000000,223959.137628924,586798.400000000
2022-05-23,Geo33,0,0,0,2415392,0,,761749,0.047762170760322936,0E-9,0E-9,0E-9,18822.764000000,0E-9,0.0,10904516.000000000,220195.982039600,586798.400000000
2021-12-20,Geo33,394407,374000,0,2233885,897494,,99318,0.04973961744314988,2892.077100000,3605.676000000,0E-9,17408.310000000,6993.194000000,0.0,9885899.000000000,196970.863068974,586798.400000000
2021-03-29,Geo33,859266,0,0,772749,226500,,0,0.07463681025352908,6300.759300000,0E-9,0E-9,6021.909700000,1764.868000000,0.0,15893306.000000000,319042.208750694,586798.400000000
2023-02-13,Geo33,1274600,303000,0,0,115778,,0,0.06166936700164701,9346.289000000,2923.510700000,0E-9,0E-9,902.131960000,0.0,12382576.000000000,247482.683576240,586798.400000000
2021-08-23,Geo33,254278,1060000,0,788573,415038,,0,0.07340887920983867,1864.550200000,10217.016000000,0E-9,6145.223600000,3233.939500000,0.0,15707647.000000000,312917.549271097,586798.400000000
2023-03-13,Geo33,741727,447000,0,1294871,769158,,0,0.040618258899800364,5438.878400000,4313.410000000,0E-9,10090.723000000,5993.211000000,0.0,10073808.000000000,201746.299235328,586798.400000000
2021-07-12,Geo33,646218,0,0,600096,706270,,0,0.054737614871844004,4738.537600000,0E-9,0E-9,4676.452600000,5503.193400000,0.0,10720112.000000000,212090.019042720,586798.400000000
2022-03-07,Geo33,1076258,1126000,0,611999,1172900,,153035,0.03323505936740825,7891.902000000,10853.163000000,0E-9,4769.210400000,9139.133000000,0.0,7335988.500000000,148541.772783803,586798.400000000
2021-08-16,Geo33,961990,564000,0,2359690,606704,,0,0.06269382952029778,7054.006300000,5437.780000000,0E-9,18388.688000000,4727.384000000,0.0,14319469.000000000,288348.311998138,586798.400000000
2021-04-05,Geo33,639186,97000,0,3332154,900093,,477580,0.060002524541678676,4686.974000000,933.618300000,0E-9,25966.943000000,7013.445000000,0.0,13372827.000000000,266620.818549462,586798.400000000
2023-10-16,Geo33,1045607,0,0,1392704,0,,1272560,0.06431617455496898,7667.146500000,0E-9,0E-9,10853.120000000,0E-9,0.0,12690603.000000000,254542.442274459,586798.400000000
2023-07-03,Geo33,92201,1214000,0,1313285,2175057,,0,0.03439337726225695,676.084400000,11700.984000000,0E-9,10234.221000000,16947.852000000,0.0,8154824.500000000,162940.308801176,586798.400000000
2022-06-06,Geo33,1291191,97000,0,473228,764582,,724716,0.052737506207238743,9467.946000000,937.272340000,0E-9,3687.790300000,5957.555700000,0.0,10063695.000000000,199731.910461015,586798.400000000
2021-06-07,Geo33,551102,0,0,1838426,1048411,,223108,0.06973110122991068,4041.078600000,0E-9,0E-9,14326.561000000,8169.126000000,0.0,13326149.000000000,266610.146340609,586798.400000000
2022-10-31,Geo33,1567942,574000,0,1918679,1230372,,0,0.041132436910120765,11497.285000000,5531.242000000,0E-9,14951.959000000,9586.950000000,0.0,9569178.000000000,191110.436521524,586798.400000000
2022-08-22,Geo33,288562,954000,0,1470251,782685,,599404,0.06265424410871077,2115.945300000,9194.023000000,0E-9,11457.432000000,6098.612300000,0.0,12428625.000000000,249701.019150000,586798.400000000
